chr,acc,locus_tag,old_locus_tag,length_nt,start,end,strand,type,annotation
NC_013967.1,WP_004042367.1,HVO_RS16535,HVO_2454,1575,2324742,2326316,-,protein_coding,anthranilate synthase component I
NC_013967.1,WP_004042369.1,HVO_RS16540,HVO_2455,666,2326313,2326978,-,protein_coding,phosphoribosylanthranilate isomerase
NC_013967.1,WP_004042371.1,HVO_RS16545,HVO_2456,996,2326980,2327975,-,protein_coding,anthranilate phosphoribosyltransferase
NC_013967.1,NA,HVO_RS16550,HVO_3050,75,2328216,2328290,+,tRNA,tRNA-Val
NC_013967.1,NA,HVO_RS16555,HVO_3051,75,2328336,2328410,+,tRNA,tRNA-Val
NC_013967.1,WP_004042373.1,HVO_RS21070,HVO_2459,150,2328634,2328783,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042374.1,HVO_RS16560,HVO_2460,510,2328788,2329297,-,protein_coding,DUF2062 domain-containing protein
NC_013967.1,WP_004042375.1,HVO_RS16565,HVO_2461,438,2329410,2329847,-,protein_coding,CBS domain-containing protein
NC_013967.1,WP_004042376.1,HVO_RS16570,HVO_2462,2304,2329849,2332152,-,protein_coding,methyl-accepting chemotaxis protein
NC_013967.1,WP_049914820.1,HVO_RS16575,HVO_2463,294,2332328,2332621,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042381.1,HVO_RS16580,HVO_2464,870,2332664,2333533,-,protein_coding,succinate--CoA ligase subunit alpha
NC_013967.1,WP_004042383.1,HVO_RS16585,HVO_2465,1146,2333530,2334675,-,protein_coding,ADP-forming succinate--CoA ligase subunit beta
NC_013967.1,WP_013035323.1,HVO_RS16590,HVO_2466,1167,2335167,2336333,-,protein_coding,ISH3 family transposase
NC_013967.1,WP_004042398.1,HVO_RS16595,HVO_2467,966,2336471,2337436,+,protein_coding,NADPH:quinone reductase
NC_013967.1,WP_004042400.1,HVO_RS16600,HVO_2468,708,2337545,2338252,+,protein_coding,SDR family oxidoreductase
NC_013967.1,WP_004042402.1,HVO_RS16605,HVO_2469,1338,2338515,2339852,+,protein_coding,sodium-dependent transporter
NC_013967.1,WP_004042404.1,HVO_RS16610,HVO_2470,1419,2340025,2341443,+,protein_coding,sodium-dependent transporter
NC_013967.1,WP_004042406.1,HVO_RS16615,HVO_2471,1545,2341676,2343220,+,protein_coding,acyl-CoA carboxylase subunit beta
NC_013967.1,WP_004042408.1,HVO_RS16620,HVO_2472,270,2343217,2343486,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042410.1,HVO_RS16625,HVO_2473,303,2343550,2343852,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042412.1,HVO_RS16630,HVO_2474,657,2343854,2344510,-,protein_coding,glycerophosphodiester phosphodiesterase family protein
NC_013967.1,WP_004042417.1,HVO_RS16635,HVO_2475,189,2344719,2344907,-,protein_coding,30S ribosomal protein S17e
NC_013967.1,WP_004042419.1,HVO_RS16640,HVO_2476,690,2344932,2345621,-,protein_coding,DUF447 family protein
NC_013967.1,WP_004042421.1,HVO_RS16645,HVO_2477,861,2345618,2346478,-,protein_coding,triphosphoribosyl-dephospho-CoA synthase
NC_013967.1,WP_004042422.1,HVO_RS16650,HVO_2478,792,2346478,2347269,-,protein_coding,tRNA-dihydrouridine synthase
NC_013967.1,WP_004042423.1,HVO_RS16655,HVO_2479,993,2347269,2348261,-,protein_coding,2-phospho-L-lactate transferase
NC_013967.1,WP_004042424.1,HVO_RS16660,HVO_2480,198,2348367,2348564,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042426.1,HVO_RS16665,HVO_2481,1173,2348691,2349863,+,protein_coding,HD domain-containing protein
NC_013967.1,WP_004042428.1,HVO_RS16670,HVO_2482,1221,2349947,2351167,+,protein_coding,HD domain-containing protein
NC_013967.1,WP_004042430.1,HVO_RS16675,HVO_2483,1014,2351220,2352233,+,protein_coding,amidohydrolase family protein
NC_013967.1,WP_004042431.1,HVO_RS16680,HVO_2484,570,2352387,2352956,+,protein_coding,universal stress protein
NC_013967.1,WP_004042434.1,HVO_RS16685,HVO_2485,1005,2352996,2354000,-,protein_coding,biotin--[acetyl-CoA-carboxylase] ligase
NC_013967.1,WP_004042436.1,HVO_RS16690,HVO_2486,1800,2354069,2355868,-,protein_coding,propionyl-CoA carboxylase biotin carboxylase/biotin-carboxyl carrier subunit
NC_013967.1,WP_004042439.1,HVO_RS16695,HVO_2487,1035,2356066,2357100,+,protein_coding,aspartate-semialdehyde dehydrogenase
NC_013967.1,NA,HVO_RS16700,HVO_2488,523,2357212,2357734,+,pseudogene,HPP family protein
NC_013967.1,WP_004042445.1,HVO_RS16705,HVO_2489,270,2358034,2358303,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042448.1,HVO_RS16710,HVO_2490,327,2358413,2358739,+,protein_coding,hypothetical protein
NC_013967.1,NA,HVO_RS16715,"HVO_3068,HVO_3071",71,2358758,2358828,-,tRNA,tRNA-Pro
NC_013967.1,WP_004042450.1,HVO_RS16720,HVO_2492,285,2359002,2359286,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042452.1,HVO_RS16725,HVO_2493,870,2359296,2360165,-,protein_coding,RNA-guided pseudouridylation complex pseudouridine synthase subunit Cbf5
NC_013967.1,WP_004042454.1,HVO_RS16730,HVO_2494,579,2360168,2360746,-,protein_coding,AAA family ATPase
NC_013967.1,WP_004042456.1,HVO_RS16735,HVO_2495,918,2360965,2361882,-,protein_coding,DUF106 domain-containing protein
NC_013967.1,WP_004042457.1,HVO_RS16740,HVO_2496,627,2362033,2362659,-,protein_coding,adenylate kinase
NC_013967.1,WP_160162996.1,HVO_RS21075,HVO_2496A,147,2362868,2363014,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042459.1,HVO_RS16745,HVO_2497,1020,2363011,2364030,+,protein_coding,putative sulfate exporter family transporter
NC_013967.1,WP_004042461.1,HVO_RS16750,HVO_2498,396,2364122,2364517,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042463.1,HVO_RS16755,HVO_2499,471,2364709,2365179,+,protein_coding,universal stress protein
NC_013967.1,WP_004042465.1,HVO_RS16760,HVO_2500,2247,2365176,2367422,+,protein_coding,amino acid permease
NC_013967.1,WP_004042467.1,HVO_RS16765,HVO_2501,951,2367604,2368554,+,protein_coding,alpha/beta fold hydrolase
NC_013967.1,WP_004042470.1,HVO_RS16770,HVO_2502,1041,2368893,2369933,+,protein_coding,AIR synthase family protein
NC_013967.1,WP_004042471.1,HVO_RS16775,HVO_2503,1278,2369988,2371265,+,protein_coding,kynureninase
NC_013967.1,WP_004042473.1,HVO_RS16780,HVO_2504,699,2371290,2371988,-,protein_coding,SDR family NAD(P)-dependent oxidoreductase
NC_013967.1,WP_004042475.1,HVO_RS16785,HVO_2505,420,2372097,2372516,-,protein_coding,desampylase
NC_013967.1,WP_004042477.1,HVO_RS16790,HVO_2506,570,2372503,2373072,-,protein_coding,NUDIX domain-containing protein
NC_013967.1,WP_004042482.1,HVO_RS16795,HVO_2507,414,2373145,2373558,-,protein_coding,Lrp/AsnC family transcriptional regulator
NC_013967.1,WP_004042483.1,HVO_RS16800,HVO_2508,1083,2373656,2374738,+,protein_coding,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit
NC_013967.1,WP_004042484.1,HVO_RS16805,HVO_2509,1038,2374932,2375969,+,protein_coding,PAS domain-containing protein
NC_013967.1,WP_004042485.1,HVO_RS16810,HVO_2510,915,2376033,2376947,-,protein_coding,GNAT family N-acetyltransferase
NC_013967.1,WP_004042487.1,HVO_RS16815,HVO_2511,1248,2376952,2378199,-,protein_coding,Glu-tRNA(Gln) amidotransferase subunit GatD
NC_013967.1,WP_004042489.1,HVO_RS16820,HVO_2512,210,2378431,2378640,+,protein_coding,PLDc N-terminal domain-containing protein
NC_013967.1,WP_004042491.1,HVO_RS16825,HVO_2513,498,2378737,2379234,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042493.1,HVO_RS16830,HVO_2514,654,2379238,2379891,-,protein_coding,metalloregulator ArsR/SmtB family transcription factor
NC_013967.1,WP_004042494.1,HVO_RS16835,HVO_2515,702,2379957,2380658,-,protein_coding,DUF1405 domain-containing protein
NC_013967.1,WP_004042496.1,HVO_RS16840,HVO_2516,1581,2380794,2382374,+,protein_coding,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
NC_013967.1,WP_004042498.1,HVO_RS16845,HVO_2517,633,2382434,2383066,-,protein_coding,VTT domain-containing protein
NC_013967.1,WP_004042499.1,HVO_RS16850,HVO_2518,372,2383157,2383528,+,protein_coding,DUF5830 family protein
NC_013967.1,WP_004042501.1,HVO_RS16855,HVO_2519,1149,2383562,2384710,-,protein_coding,hypothetical protein
NC_013967.1,NA,HVO_RS16860,NA,149,2384839,2384987,+,tRNA,tRNA-Met
NC_013967.1,WP_004042504.1,HVO_RS16865,HVO_2521,1050,2386874,2387923,-,protein_coding,hemolysin family protein
NC_013967.1,WP_004042506.1,HVO_RS16870,HVO_2522,471,2388088,2388558,+,protein_coding,Lrp/AsnC family transcriptional regulator
NC_013967.1,WP_004042510.1,HVO_RS21080,HVO_2523,153,2389183,2389335,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042512.1,HVO_RS16875,HVO_2524,1020,2389504,2390523,+,protein_coding,phytoene/squalene synthase family protein
NC_013967.1,WP_013035450.1,HVO_RS16880,HVO_2525,654,2390581,2391234,+,protein_coding,helix-turn-helix domain-containing protein
NC_013967.1,WP_161606679.1,HVO_RS21085,NA,156,2391239,2391394,-,protein_coding,hypothetical protein
NC_013967.1,NA,HVO_RS20290,HVO_2525A,828,2391406,2392233,+,pseudogene,EamA family transporter
NC_013967.1,WP_004042518.1,HVO_RS16890,HVO_2526,882,2392420,2393301,-,protein_coding,bisanhydrobacterioruberin hydratase
NC_013967.1,WP_004042521.1,HVO_RS16895,HVO_2527,906,2393326,2394231,-,protein_coding,prenyltransferase
NC_013967.1,WP_004042523.1,HVO_RS16900,HVO_2528,1503,2394228,2395730,-,protein_coding,phytoene desaturase family protein
NC_013967.1,WP_004042524.1,HVO_RS16905,HVO_2529,693,2395826,2396518,+,protein_coding,SDR family oxidoreductase
NC_013967.1,WP_004042526.1,HVO_RS16910,HVO_2531,828,2396594,2397421,+,protein_coding,zinc transporter
NC_013967.1,WP_004042529.1,HVO_RS16915,HVO_2530,1323,2397414,2398736,-,protein_coding,phosphoribosylamine--glycine ligase
NC_013967.1,WP_004042531.1,HVO_RS16920,HVO_2532,363,2398798,2399160,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042533.1,HVO_RS16925,HVO_2533,1011,2399148,2400158,-,protein_coding,PGF-CTERM sorting domain-containing protein
NC_013967.1,WP_158544173.1,HVO_RS21090,HVO_2533A,159,2400339,2400497,+,protein_coding,DUF1059 domain-containing protein
NC_013967.1,WP_004042535.1,HVO_RS16930,HVO_2534,402,2400548,2400949,+,protein_coding,universal stress protein
NC_013967.1,WP_144064056.1,HVO_RS16935,HVO_2535,708,2400980,2401687,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042539.1,HVO_RS16940,HVO_2536,1251,2401797,2403047,-,protein_coding,TIGR00300 family protein
NC_013967.1,WP_004042542.1,HVO_RS16945,HVO_2537,492,2403158,2403649,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042543.1,HVO_RS16950,HVO_2538,942,2403719,2404660,-,protein_coding,alpha/beta fold hydrolase
NC_013967.1,WP_013035417.1,HVO_RS16955,HVO_2539,357,2404657,2405013,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042554.1,HVO_RS16960,HVO_2540,729,2405115,2405843,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042558.1,HVO_RS16965,HVO_2541,1470,2406014,2407483,-,protein_coding,preprotein translocase subunit SecY
NC_013967.1,WP_004042560.1,HVO_RS16970,HVO_2542,498,2407487,2407984,-,protein_coding,uL15m family ribosomal protein
NC_013967.1,WP_004042563.1,HVO_RS16975,HVO_2543,465,2407981,2408445,-,protein_coding,50S ribosomal protein L30
NC_013967.1,WP_004042565.1,HVO_RS16980,HVO_2544,645,2408445,2409089,-,protein_coding,30S ribosomal protein S5
NC_013967.1,WP_004042567.1,HVO_RS16985,HVO_2545,555,2409086,2409640,-,protein_coding,50S ribosomal protein L18
NC_013967.1,WP_004042571.1,HVO_RS16990,HVO_2546,456,2409640,2410095,-,protein_coding,50S ribosomal protein L19e
NC_013967.1,WP_013035418.1,HVO_RS16995,HVO_2547,708,2410095,2410802,-,protein_coding,50S ribosomal protein L32e
NC_013967.1,WP_004042575.1,HVO_RS17000,HVO_2548,537,2410802,2411338,-,protein_coding,50S ribosomal protein L6
NC_013967.1,WP_004042581.1,HVO_RS17005,HVO_2549,393,2411343,2411735,-,protein_coding,30S ribosomal protein S8
NC_013967.1,WP_004042587.1,HVO_RS17010,HVO_2550,177,2411739,2411915,-,protein_coding,30S ribosomal protein S14
NC_013967.1,WP_004042589.1,HVO_RS17015,HVO_2551,519,2411912,2412430,-,protein_coding,50S ribosomal protein L5
NC_013967.1,WP_004042591.1,HVO_RS17020,HVO_2552,744,2412427,2413170,-,protein_coding,30S ribosomal protein S4e
NC_013967.1,WP_004042593.1,HVO_RS17025,HVO_2553,357,2413167,2413523,-,protein_coding,50S ribosomal protein L24
NC_013967.1,WP_004042597.1,HVO_RS17030,HVO_2554,399,2413525,2413923,-,protein_coding,50S ribosomal protein L14
NC_013967.1,WP_013035359.1,HVO_RS17035,HVO_2555,345,2413923,2414267,-,protein_coding,30S ribosomal protein S17
NC_013967.1,WP_004042600.1,HVO_RS17040,HVO_2556,432,2414258,2414689,-,protein_coding,ribonuclease P protein component 1
NC_013967.1,WP_004042603.1,HVO_RS17045,HVO_2557,213,2414689,2414901,-,protein_coding,50S ribosomal protein L29
NC_013967.1,WP_004042606.1,HVO_RS17050,HVO_2558,915,2414902,2415816,-,protein_coding,30S ribosomal protein S3
NC_013967.1,WP_004042608.1,HVO_RS17055,HVO_2559,462,2415816,2416277,-,protein_coding,50S ribosomal protein L22
NC_013967.1,WP_004042610.1,HVO_RS17060,HVO_2560,423,2416281,2416703,-,protein_coding,30S ribosomal protein S19
NC_013967.1,WP_004042612.1,HVO_RS17065,HVO_2561,726,2416706,2417431,-,protein_coding,50S ribosomal protein L2
NC_013967.1,WP_004042614.1,HVO_RS17070,HVO_2562,252,2417434,2417685,-,protein_coding,50S ribosomal protein L23
NC_013967.1,WP_004042616.1,HVO_RS17075,HVO_2563,747,2417682,2418428,-,protein_coding,50S ribosomal protein L4
NC_013967.1,WP_004042618.1,HVO_RS17080,HVO_2564,1017,2418432,2419448,-,protein_coding,50S ribosomal protein L3
NC_013967.1,WP_004042620.1,HVO_RS17085,HVO_2565,843,2419453,2420295,-,protein_coding,RNA methyltransferase
NC_013967.1,NA,HVO_RS17090,HVO_3052,71,2420585,2420655,+,tRNA,tRNA-Gly
NC_013967.1,NA,HVO_RS17095,HVO_3053,71,2420668,2420738,+,tRNA,tRNA-Gly
NC_013967.1,WP_013035658.1,HVO_RS17100,HVO_2568,291,2421280,2421570,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042623.1,HVO_RS17105,HVO_2569,255,2421751,2422005,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042625.1,HVO_RS17110,HVO_2570,285,2422082,2422366,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042626.1,HVO_RS17115,HVO_2571,1059,2422406,2423464,-,protein_coding,YhjD/YihY/BrkB family envelope integrity protein
NC_013967.1,WP_155821754.1,HVO_RS21095,HVO_2571A,168,2423557,2423724,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042629.1,HVO_RS17120,HVO_2572,315,2423828,2424142,+,protein_coding,MTH1187 family thiamine-binding protein
NC_013967.1,WP_004042630.1,HVO_RS17125,HVO_2573,933,2424275,2425207,+,protein_coding,methenyltetrahydromethanopterin cyclohydrolase
NC_013967.1,WP_004042632.1,HVO_RS17130,HVO_2574,492,2425204,2425695,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042635.1,HVO_RS17135,HVO_2575,1605,2425740,2427344,-,protein_coding,GTP-binding protein
NC_013967.1,WP_004042637.1,HVO_RS17140,HVO_2576,591,2427486,2428076,-,protein_coding,J domain-containing protein
NC_013967.1,WP_004042638.1,HVO_RS17145,HVO_2577,798,2428167,2428964,-,protein_coding,orotidine-5'-phosphate decarboxylase
NC_013967.1,WP_004042640.1,HVO_RS17150,HVO_2578,1197,2429064,2430260,-,protein_coding,MFS transporter
NC_013967.1,WP_004042643.1,HVO_RS17155,HVO_2579,807,2430345,2431151,-,protein_coding,carboxylating nicotinate-nucleotide diphosphorylase
NC_013967.1,WP_004042645.1,HVO_RS17160,HVO_2580,1614,2431138,2432751,-,protein_coding,FAD-dependent oxidoreductase
NC_013967.1,WP_004042648.1,HVO_RS17165,HVO_2581,1158,2432748,2433905,-,protein_coding,quinolinate synthase NadA
NC_013967.1,NA,HVO_RS17170,HVO_2582,495,2434203,2434697,-,pseudogene,amidohydrolase family protein
NC_013967.1,WP_004042652.1,HVO_RS17175,HVO_2583,1212,2434849,2436060,+,protein_coding,hydroxymethylglutaryl-CoA reductase (NADPH)
NC_013967.1,WP_155821820.1,HVO_RS21100,HVO_2583A,150,2436268,2436417,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042654.1,HVO_RS17180,HVO_2584,540,2436468,2437007,-,protein_coding,DUF5817 domain-containing protein
NC_013967.1,WP_004042655.1,HVO_RS17185,HVO_2585,345,2437133,2437477,+,protein_coding,cupin domain-containing protein
NC_013967.1,WP_004042656.1,HVO_RS17190,HVO_2586,504,2437722,2438225,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042657.1,HVO_RS17195,HVO_2587,456,2438409,2438864,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042658.1,HVO_RS17200,HVO_2588,1260,2438979,2440238,-,protein_coding,isocitrate dehydrogenase (NADP(+))
NC_013967.1,WP_004042661.1,HVO_RS17205,HVO_2589,1029,2440357,2441385,+,protein_coding,isoaspartyl peptidase/L-asparaginase
NC_013967.1,WP_004042663.1,HVO_RS17210,HVO_2590,936,2441471,2442406,+,protein_coding,oxidoreductase
NC_013967.1,WP_004042666.1,HVO_RS17215,HVO_2591,429,2442476,2442904,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042667.1,HVO_RS17220,HVO_2592,633,2442972,2443604,-,protein_coding,DsbA family oxidoreductase
NC_013967.1,WP_004042668.1,HVO_RS21330,NA,144,2443720,2443863,-,protein_coding,hypothetical protein
NC_013967.1,WP_013035652.1,HVO_RS17230,HVO_2595,1062,2444152,2445213,+,protein_coding,thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha
NC_013967.1,WP_004042674.1,HVO_RS17235,HVO_2596,1041,2445213,2446253,+,protein_coding,alpha-ketoacid dehydrogenase subunit beta
NC_013967.1,WP_004042676.1,HVO_RS17240,HVO_2597,261,2446285,2446545,+,protein_coding,lipoyl domain-containing protein
NC_013967.1,WP_004042678.1,HVO_RS17245,HVO_2598,2244,2446561,2448804,-,protein_coding,polyphosphate kinase 1
NC_013967.1,WP_004042680.1,HVO_RS17250,HVO_2599,702,2448882,2449583,-,protein_coding,metallophosphoesterase family protein
NC_013967.1,WP_013035297.1,HVO_RS17255,HVO_2600,891,2449767,2450657,+,protein_coding,type II methionyl aminopeptidase
NC_013967.1,WP_004042684.1,HVO_RS17260,HVO_2601,570,2450738,2451307,+,protein_coding,HIT domain-containing protein
NC_013967.1,WP_004042686.1,HVO_RS17265,HVO_2602,936,2451389,2452324,+,protein_coding,cation diffusion facilitator family transporter
NC_013967.1,WP_004042688.1,HVO_RS17270,HVO_2603,591,2452379,2452969,-,protein_coding,S26 family signal peptidase
NC_013967.1,WP_004042691.1,HVO_RS17275,HVO_2604,450,2453061,2453510,+,protein_coding,GNAT family N-acetyltransferase
NC_013967.1,WP_004042693.1,HVO_RS17280,HVO_2605,1290,2453568,2454857,-,protein_coding,tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase
NC_013967.1,WP_049914830.1,HVO_RS17285,HVO_2606,1197,2455202,2456398,+,protein_coding,PQQ-like beta-propeller repeat protein
NC_013967.1,WP_004042699.1,HVO_RS17290,HVO_2607,1221,2456395,2457615,+,protein_coding,PQQ-binding-like beta-propeller repeat protein
NC_013967.1,NA,HVO_RS17295,HVO_2609,999,2457666,2458664,-,pseudogene,calcium/sodium antiporter
NC_013967.1,WP_004042701.1,HVO_RS17300,HVO_2610,639,2458770,2459408,-,protein_coding,deoxyribose-phosphate aldolase
NC_013967.1,WP_004042703.1,HVO_RS17305,HVO_2611,810,2459475,2460284,+,protein_coding,DUF63 family protein
NC_013967.1,WP_004042705.1,HVO_RS17310,HVO_2612,918,2460405,2461322,+,protein_coding,carbohydrate kinase family protein
NC_013967.1,WP_004042707.1,HVO_RS17315,HVO_2613,531,2461391,2461921,+,protein_coding,hypothetical protein
NC_013967.1,WP_004042710.1,HVO_RS17320,HVO_2614,729,2462016,2462744,+,protein_coding,nucleoside phosphorylase
NC_013967.1,WP_004042712.1,HVO_RS17325,HVO_2615,1425,2462754,2464178,+,protein_coding,HPP family protein
NC_013967.1,WP_004042714.1,HVO_RS17330,HVO_2616,1212,2464253,2465464,-,protein_coding,NAD-binding protein
NC_013967.1,WP_004042717.1,HVO_RS17335,HVO_2617,1212,2465565,2466776,+,protein_coding,TrkA C-terminal domain-containing protein
NC_013967.1,WP_004042719.1,HVO_RS17340,HVO_2618,1506,2466776,2468281,+,protein_coding,TrkA C-terminal domain-containing protein
NC_013967.1,WP_004042720.1,HVO_RS17345,HVO_2619,264,2468305,2468568,+,protein_coding,ubiquitin-like modifier protein SAMP1
NC_013967.1,WP_004042721.1,HVO_RS17350,HVO_2620,846,2468823,2469668,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042722.1,HVO_RS17355,HVO_2621,2694,2469881,2472574,+,protein_coding,phosphoenolpyruvate carboxylase
NC_013967.1,WP_155821702.1,HVO_RS21105,HVO_2621A,168,2472650,2472817,-,protein_coding,hypothetical protein
NC_013967.1,WP_004042726.1,HVO_RS17360,HVO_2622,801,2472992,2473792,-,protein_coding,aldo/keto reductase
